Student_ID,Age,Gender,Year_of_Study,Sleep_Hours,Study_Hours_Per_Week,GPA,Social_Media_Hours,Screen_Time_Hours,Physical_Activity,Financial_Stress,Family_Support,Attendance_Rate,Part_Time_Job,Diet_Quality,Previous_Mental_Health_History,Mental_Health_Risk
STU0231,19,Male,1,5.3,16.8,2.68,6.9,10.5,Low,4.8,3.6,88.7,No,Average,No,High
STU0232,21,Male,1,4.4,18.3,2.6,5.9,7.6,Low,7.8,8.9,91.4,Yes,Average,Yes,High
STU0233,21,Male,1,6.7,20.1,2.49,4.6,7.5,Moderate,8.0,5.2,81.1,Yes,Good,No,Medium
STU0234,20,Female,1,7.0,15.3,2.9,6.9,9.6,Moderate,6.5,6.7,80.3,Yes,Average,No,Medium
STU0235,26,Non-binary,3,6.9,15.8,2.39,6.9,9.9,Moderate,8.7,8.0,86.9,No,Poor,Yes,High
STU0236,22,Female,2,7.0,16.6,2.48,4.0,5.3,Moderate,4.8,3.6,81.5,No,Poor,Yes,Medium
STU0237,17,Female,2,5.2,18.2,2.46,5.3,8.2,Moderate,6.1,7.0,85.0,No,Poor,No,Medium
STU0238,21,Male,2,7.7,10.7,2.57,6.2,8.4,Low,8.1,4.5,87.6,No,Average,No,Medium
STU0239,20,Non-binary,4,7.1,29.6,3.08,5.2,8.0,Low,4.0,9.1,97.2,No,Poor,No,Low
STU0240,23,Male,5,7.6,27.6,2.72,4.4,6.0,Low,6.1,7.4,91.8,Yes,Average,No,Low
STU0241,19,Non-binary,2,4.7,19.5,2.25,6.0,7.8,Low,6.1,4.2,78.7,No,Average,No,High
STU0242,21,Non-binary,2,7.1,23.5,2.89,5.4,9.3,Low,7.5,6.3,79.3,Yes,Poor,Yes,High
STU0243,22,Female,1,5.5,12.5,2.47,6.6,7.8,Low,3.7,8.7,96.8,No,Average,No,Medium
STU0244,23,Non-binary,5,6.4,29.3,2.71,4.4,5.7,Moderate,8.6,4.8,75.2,No,Average,No,High
STU0245,18,Female,1,7.4,14.6,1.98,5.9,8.3,Moderate,8.8,6.1,85.1,No,Average,No,Medium
STU0246,20,Male,2,6.9,17.3,2.44,5.2,6.8,Moderate,3.5,9.5,89.2,No,Good,No,Low
STU0247,20,Male,2,5.9,14.9,2.55,6.9,8.3,High,5.0,5.0,96.8,Yes,Poor,No,Medium
STU0248,20,Female,2,6.8,24.7,3.26,6.1,8.7,Low,4.5,5.4,88.2,Yes,Average,No,Medium
STU0249,25,Male,1,5.1,13.5,1.9,5.9,6.6,High,7.3,5.2,81.6,No,Good,Yes,High
STU0250,22,Female,4,8.1,26.8,2.74,6.8,8.1,Moderate,8.1,8.9,80.3,No,Average,No,Low
STU0251,18,Non-binary,1,6.6,7.5,2.07,6.9,11.9,Moderate,5.8,4.7,83.3,Yes,Average,No,High
STU0252,23,Male,3,8.0,25.7,3.24,7.0,10.1,Moderate,9.5,3.4,81.4,Yes,Average,No,Medium
STU0253,26,Female,1,6.2,19.2,2.5,5.4,7.0,Low,6.1,6.5,79.7,Yes,Average,No,High
STU0254,23,Female,1,6.2,15.4,2.12,4.4,7.4,High,6.5,6.4,88.1,No,Poor,Yes,High
STU0255,18,Female,5,6.0,26.1,2.87,5.8,9.0,Low,5.7,5.6,84.2,No,Average,Yes,High
STU0256,20,Non-binary,1,7.8,16.6,2.42,6.6,10.3,Low,8.9,4.6,90.9,No,Average,No,High
STU0257,24,Female,4,6.0,33.2,2.55,4.7,7.0,Low,5.3,8.0,84.2,No,Average,Yes,High
STU0258,19,Non-binary,3,7.5,13.9,2.17,6.0,9.7,Low,8.0,5.1,73.4,No,Average,No,High
STU0259,22,Female,1,6.4,18.1,3.01,6.2,6.3,Low,6.4,4.7,96.2,Yes,Average,No,High
STU0260,23,Male,5,4.6,23.4,2.64,5.1,6.3,Low,4.5,4.4,76.6,No,Average,No,High
STU0261,19,Female,1,6.2,14.9,2.41,6.2,8.9,Low,5.9,6.5,80.2,No,Poor,No,High
STU0262,21,Female,4,5.5,23.0,2.5,6.5,9.4,High,4.3,6.8,83.6,Yes,Poor,No,High
STU0263,17,Male,1,6.8,13.3,2.46,6.9,8.3,Low,7.6,4.4,91.8,No,Average,Yes,High
STU0264,19,Female,4,5.5,24.0,2.69,6.2,9.0,Low,8.3,5.6,82.5,No,Poor,Yes,High
STU0265,20,Female,1,7.8,10.5,2.45,6.7,8.5,Moderate,8.2,8.5,78.2,No,Average,No,Low
STU0266,18,Male,3,6.7,25.1,2.76,5.1,7.3,High,8.3,6.9,87.7,No,Average,No,Medium
STU0267,25,Female,4,6.6,16.8,2.73,5.2,8.9,Low,4.7,9.5,84.9,No,Poor,No,Medium
STU0268,18,Female,5,7.5,29.2,2.91,4.7,8.3,Low,6.3,3.6,84.2,No,Good,No,Medium
STU0269,20,Female,5,7.9,25.7,2.53,2.1,3.4,High,3.7,8.2,86.7,No,Average,No,Low
STU0270,21,Male,4,6.7,19.3,2.37,5.5,6.7,Low,9.2,6.1,75.8,No,Poor,No,Medium
STU0271,24,Male,4,6.0,24.8,2.07,5.4,7.4,Moderate,5.0,7.5,70.4,Yes,Average,No,High
STU0272,18,Male,1,4.8,8.8,2.71,7.7,10.2,Low,8.3,5.0,100.0,No,Average,Yes,High
STU0273,24,Female,2,6.0,18.2,2.72,5.9,7.6,High,2.6,3.2,87.0,Yes,Average,No,Low
STU0274,21,Male,2,6.1,12.3,2.05,7.1,10.8,High,5.7,7.4,83.5,No,Good,No,Medium
STU0275,19,Female,2,6.9,19.8,2.49,3.8,6.7,High,2.8,4.5,79.5,No,Average,Yes,Medium
STU0276,22,Male,2,6.4,14.3,2.19,6.5,9.5,Low,8.7,4.7,89.4,Yes,Good,Yes,High
STU0277,21,Male,3,7.6,19.2,3.07,4.4,5.4,Moderate,5.3,7.4,84.7,No,Poor,Yes,Low
STU0278,20,Female,1,6.1,16.2,1.99,5.2,9.1,Low,7.3,5.8,62.4,No,Average,Yes,High
STU0279,21,Female,3,6.7,17.9,2.54,6.0,5.1,High,6.5,7.6,81.3,No,Good,Yes,Medium
STU0280,20,Male,1,8.1,14.8,2.48,7.8,11.3,High,3.3,4.3,82.9,No,Poor,No,Low
STU0281,21,Male,2,7.2,11.9,2.61,7.2,10.8,Moderate,4.9,6.3,84.5,No,Poor,No,Medium
STU0282,22,Male,3,6.7,23.5,2.64,6.0,7.7,Moderate,6.2,4.2,84.4,No,Average,No,Medium
STU0283,24,Female,4,6.1,31.1,2.33,4.9,8.9,Low,2.2,5.4,79.5,Yes,Good,No,Medium
STU0284,18,Female,4,6.1,35.2,2.91,3.8,6.2,Moderate,6.8,6.6,82.3,Yes,Average,Yes,High
STU0285,26,Male,3,5.9,21.4,2.26,5.3,7.9,Moderate,2.4,4.7,81.5,Yes,Average,Yes,High
STU0286,17,Male,1,6.2,18.2,2.5,6.6,9.5,Moderate,7.5,7.4,73.5,Yes,Average,Yes,High
STU0287,21,Male,3,7.6,13.9,2.88,5.2,11.5,Moderate,6.8,3.1,73.6,Yes,Poor,No,High
STU0288,22,Female,1,6.6,21.0,2.07,6.5,10.6,Low,8.3,4.7,83.1,No,Average,Yes,High
STU0289,22,Non-binary,2,5.3,21.1,2.56,5.5,8.8,High,2.2,3.5,84.4,No,Poor,No,Medium
STU0290,20,Male,2,8.7,16.1,2.43,7.2,8.6,High,9.2,8.0,90.7,No,Average,Yes,Medium
STU0291,21,Female,1,7.2,19.9,2.49,7.0,9.7,High,1.9,6.7,83.2,Yes,Good,Yes,Low
STU0292,20,Male,2,6.7,17.0,2.6,4.6,6.1,Moderate,7.1,4.9,77.2,No,Average,Yes,High
STU0293,20,Male,5,6.3,25.2,2.64,4.9,8.4,Moderate,2.5,8.4,72.3,No,Good,No,Low
STU0294,23,Female,5,6.9,28.9,2.97,4.3,7.0,Low,5.0,8.2,81.6,No,Poor,Yes,Medium
STU0295,22,Female,2,8.7,13.7,2.33,4.8,6.0,High,6.1,6.4,86.9,No,Average,Yes,Low
STU0296,19,Non-binary,1,5.6,19.1,2.53,5.1,7.7,Moderate,4.2,7.7,95.3,No,Good,No,Low
STU0297,23,Female,1,7.9,10.8,2.61,9.4,10.9,Moderate,6.8,6.9,86.0,Yes,Poor,No,Medium
STU0298,22,Male,2,8.3,13.8,2.28,7.2,9.9,Moderate,7.1,7.7,75.2,No,Poor,No,Low
STU0299,23,Female,5,6.1,23.4,2.86,7.6,9.1,High,4.9,7.0,81.0,No,Average,No,Low
STU0300,22,Male,1,6.5,18.0,2.51,7.0,9.5,Low,8.3,7.6,79.1,No,Average,No,High
STU0301,19,Female,4,6.7,21.5,2.86,5.1,8.5,Low,3.2,9.4,84.3,No,Good,Yes,Low
STU0302,20,Male,1,6.6,9.6,2.56,6.7,9.1,Moderate,3.2,8.0,91.0,No,Average,No,Medium
STU0303,23,Female,5,6.8,24.6,2.83,6.1,8.1,High,2.9,6.4,85.1,No,Good,No,Low
STU0304,22,Male,2,7.5,17.9,2.55,6.6,9.3,Moderate,5.9,8.0,84.1,No,Good,No,Medium
STU0305,21,Male,4,8.0,19.3,2.61,5.5,8.8,Moderate,2.5,7.4,86.9,No,Poor,No,Low
STU0306,21,Female,2,6.0,13.4,2.4,5.2,6.4,Moderate,6.0,8.1,78.8,No,Average,No,Low
STU0307,24,Male,3,4.6,29.4,2.87,8.3,11.1,Moderate,7.6,9.6,75.3,No,Poor,No,High
STU0308,20,Female,1,6.8,11.6,1.95,6.7,10.8,Moderate,5.5,5.0,94.2,Yes,Poor,Yes,High
STU0309,22,Male,1,7.1,13.7,2.84,6.3,9.5,Moderate,2.6,4.2,70.8,No,Good,No,Low
STU0310,21,Male,5,7.1,25.5,2.2,5.6,8.2,Low,7.4,9.0,70.3,Yes,Poor,No,Medium
STU0311,21,Male,5,6.4,25.3,2.5,5.2,8.5,High,7.0,6.7,97.6,No,Average,No,Low
STU0312,23,Male,4,6.9,26.5,2.75,5.5,8.5,Moderate,5.5,7.4,86.6,No,Average,No,Low
STU0313,23,Female,3,8.5,24.8,2.96,6.8,10.2,Moderate,4.6,8.1,79.9,Yes,Poor,No,Low
STU0314,23,Male,4,7.2,22.8,3.16,5.6,5.7,Low,7.3,3.6,93.7,Yes,Average,No,Medium
STU0315,24,Non-binary,1,6.4,10.1,1.69,5.8,6.4,Low,9.2,4.9,85.6,No,Average,No,High
STU0316,21,Female,2,6.2,23.1,2.47,5.5,9.2,High,5.4,7.9,75.5,No,Average,Yes,Medium
STU0317,23,Male,2,6.6,17.6,1.85,5.8,6.5,Low,4.1,6.7,77.4,No,Good,No,Low
STU0318,20,Female,3,8.6,27.9,2.95,6.6,9.6,Moderate,4.0,7.8,93.8,No,Average,No,Low
STU0319,22,Female,2,6.6,9.0,2.31,8.3,10.4,Moderate,6.2,5.1,78.1,No,Poor,Yes,High
STU0320,21,Female,1,6.8,15.8,2.93,6.5,7.8,Moderate,7.3,9.5,89.6,No,Poor,No,Low
STU0321,21,Male,3,6.3,28.7,2.84,3.9,6.8,Low,3.3,8.1,97.0,No,Average,No,Low
STU0322,22,Male,4,8.0,22.6,3.05,4.5,7.2,Low,6.5,5.6,71.6,No,Average,No,Low
STU0323,19,Female,2,9.0,17.1,2.82,6.3,11.3,High,6.4,7.5,84.5,No,Good,No,Low
STU0324,26,Female,1,7.3,16.2,2.37,6.7,8.5,Moderate,5.6,5.8,86.1,No,Average,Yes,Medium
STU0325,19,Female,1,6.7,12.8,1.94,6.3,10.5,Low,6.4,9.7,69.1,No,Poor,No,High
STU0326,18,Male,1,6.8,13.8,2.47,6.1,9.0,Low,5.6,7.5,81.1,Yes,Poor,No,High
STU0327,24,Female,2,4.2,16.6,1.84,5.7,7.4,High,3.7,4.6,88.4,Yes,Average,No,High
STU0328,23,Female,3,7.6,18.5,2.98,6.1,9.6,Low,3.6,4.2,82.9,Yes,Average,No,Low
STU0329,22,Female,3,6.9,25.9,2.71,3.0,6.2,Moderate,4.5,6.0,75.9,No,Poor,Yes,Low
STU0330,22,Male,3,7.3,22.8,3.05,4.6,7.1,Moderate,8.1,5.0,96.2,No,Average,No,Medium
STU0331,21,Female,2,6.0,19.0,2.35,5.5,8.3,High,6.1,6.2,87.2,No,Good,No,Medium
STU0332,19,Male,4,6.4,27.2,2.84,6.5,8.3,Moderate,6.2,8.1,86.6,No,Average,No,Low
STU0333,21,Male,1,6.3,13.9,2.42,5.8,7.3,Moderate,6.3,7.4,83.8,No,Average,No,Medium
STU0334,20,Female,2,7.9,14.9,2.49,6.7,10.1,Low,9.7,8.1,92.1,No,Good,No,Medium
STU0335,23,Male,4,6.4,21.6,2.47,6.1,8.3,High,8.1,5.2,86.9,No,Poor,No,High
STU0336,21,Male,1,9.1,15.0,2.7,7.8,10.2,Moderate,7.0,8.8,90.7,No,Poor,No,Low
STU0337,19,Male,1,7.3,10.8,2.06,8.2,11.0,High,5.5,7.2,77.5,No,Poor,No,Medium
STU0338,20,Female,4,5.4,22.0,2.18,5.7,8.5,Moderate,6.1,9.4,69.7,No,Poor,No,Medium
STU0339,22,Female,2,6.7,15.9,2.82,5.9,6.7,Moderate,6.4,2.4,91.3,Yes,Good,No,Medium
STU0340,20,Male,3,6.1,29.5,3.03,4.4,8.4,Low,4.4,4.8,95.9,Yes,Poor,No,High
STU0341,19,Female,1,4.4,3.9,1.94,7.4,10.0,Moderate,5.8,9.2,80.1,Yes,Average,Yes,High
STU0342,22,Female,3,8.6,20.3,3.21,5.5,7.8,Low,8.0,5.0,95.5,No,Average,Yes,Medium
STU0343,22,Male,2,7.6,24.9,2.7,6.1,9.1,Moderate,2.8,3.9,83.9,No,Average,Yes,Low
STU0344,20,Female,1,7.4,15.5,2.88,6.9,9.7,Low,4.3,6.8,86.6,No,Average,No,Low
STU0345,20,Female,3,7.0,24.0,2.76,6.2,9.6,Low,8.7,8.3,98.8,Yes,Average,No,Medium
STU0346,22,Female,1,5.3,15.4,2.03,7.7,10.8,Low,7.2,5.3,80.1,No,Average,No,High
STU0347,18,Male,2,6.3,15.3,2.95,8.3,11.7,Low,7.1,3.5,85.2,No,Good,No,High
STU0348,18,Female,1,7.7,6.0,2.52,7.5,11.6,High,6.9,5.7,72.0,No,Poor,Yes,Medium
STU0349,19,Female,1,5.6,15.8,2.33,7.5,11.1,Moderate,3.4,2.4,88.8,Yes,Poor,No,High
STU0350,21,Male,2,4.0,14.9,2.45,6.2,8.5,Moderate,7.2,2.7,79.7,No,Average,No,High
STU0351,22,Male,1,6.6,11.8,2.19,8.0,9.2,Low,4.5,6.3,84.2,No,Average,No,Low
STU0352,24,Male,5,6.6,25.0,2.96,6.6,11.1,Moderate,6.9,8.3,85.6,No,Average,Yes,High
STU0353,23,Male,1,6.9,22.0,1.93,6.8,9.0,Moderate,4.8,7.7,78.5,Yes,Good,No,High
STU0354,21,Female,2,7.6,27.6,2.55,5.3,7.2,High,9.2,7.7,84.5,Yes,Good,Yes,Medium
STU0355,21,Male,1,7.5,15.9,2.8,5.7,6.1,High,3.1,4.6,86.5,No,Good,No,Low
STU0356,19,Male,2,7.1,16.1,2.41,5.0,7.9,Moderate,4.2,7.4,92.7,No,Average,No,Low
STU0357,21,Female,5,8.1,22.3,2.8,5.7,8.4,Moderate,7.9,7.3,97.4,Yes,Poor,No,Low
STU0358,20,Male,1,5.1,16.9,1.96,7.8,8.5,Low,5.6,4.2,86.3,No,Good,No,High
STU0359,22,Non-binary,5,7.4,34.1,3.6,4.3,7.3,Moderate,6.1,5.6,100.0,Yes,Good,No,Low
STU0360,19,Male,1,7.5,14.0,2.8,7.4,9.3,Low,7.5,3.0,92.8,No,Average,No,High
STU0361,22,Male,4,5.4,14.5,2.56,7.4,13.1,Low,5.9,6.9,87.0,No,Good,No,High
STU0362,24,Male,3,5.1,23.7,2.45,5.3,7.1,Low,4.6,3.0,94.9,Yes,Good,No,High
STU0363,21,Male,4,6.0,27.9,3.07,6.5,8.5,Moderate,4.9,4.9,79.3,No,Average,No,Medium
STU0364,22,Male,3,6.1,14.7,2.96,3.6,5.1,Moderate,3.6,8.8,83.0,No,Poor,Yes,Medium
STU0365,23,Female,3,7.6,21.7,2.97,4.6,8.6,Moderate,7.8,7.9,82.1,No,Average,No,Low
STU0366,20,Non-binary,1,6.1,16.8,3.08,5.4,7.5,Moderate,7.9,9.3,86.4,Yes,Good,Yes,Medium
STU0367,21,Male,1,5.9,14.7,2.08,5.7,7.3,Low,4.7,7.3,87.3,No,Poor,No,High
STU0368,21,Female,5,6.1,23.8,2.4,6.0,9.3,Moderate,5.0,7.9,76.6,No,Average,Yes,Medium
STU0369,21,Female,2,8.0,22.1,2.37,6.1,6.9,High,8.6,3.2,87.7,No,Average,Yes,Medium
STU0370,19,Female,2,6.8,16.4,2.6,6.8,10.1,High,6.5,7.3,81.5,No,Poor,No,Medium
STU0371,21,Male,4,6.6,18.1,2.56,6.8,11.4,Moderate,8.3,6.8,82.9,No,Average,No,High
STU0372,22,Male,2,6.7,9.8,2.22,6.1,9.3,Moderate,4.9,4.2,84.7,No,Average,No,Medium
STU0373,24,Male,5,8.2,32.0,3.28,3.6,6.9,Moderate,6.8,4.7,100.0,No,Good,Yes,Low
STU0374,23,Female,4,6.0,26.5,3.08,5.7,9.2,Low,7.5,5.8,83.5,No,Average,Yes,High
STU0375,26,Female,3,8.2,21.4,2.26,5.2,9.8,Low,9.1,6.6,83.0,Yes,Good,No,Medium
STU0376,19,Male,4,7.0,22.2,2.48,4.2,8.2,Low,3.2,4.2,77.3,No,Poor,No,Medium
STU0377,23,Male,1,6.6,12.9,2.6,7.7,10.7,Low,9.7,9.1,80.5,Yes,Poor,No,High
STU0378,21,Female,2,9.6,13.7,2.44,8.0,11.6,Moderate,9.0,8.3,77.0,No,Good,No,Low
STU0379,26,Female,2,6.7,16.3,2.14,7.9,9.3,High,6.5,6.6,84.6,No,Average,No,High
STU0380,19,Non-binary,1,6.4,6.5,2.45,6.0,10.9,Moderate,7.1,7.8,87.7,Yes,Average,No,High
STU0381,19,Female,4,5.4,21.1,2.12,6.5,7.8,Moderate,5.0,6.5,87.5,Yes,Poor,No,High
STU0382,20,Male,5,7.8,25.8,2.73,6.8,8.9,Moderate,6.1,6.1,81.1,Yes,Average,No,Low
STU0383,17,Female,2,8.7,20.4,2.82,5.3,4.1,Low,3.8,8.8,90.5,Yes,Poor,Yes,Medium
STU0384,20,Female,2,8.6,17.8,2.46,6.0,10.3,Low,6.3,8.4,85.6,No,Average,No,Low
STU0385,19,Male,5,8.1,30.2,3.21,5.3,7.0,Moderate,6.6,7.3,85.1,No,Average,No,Low
STU0386,21,Female,2,6.6,23.4,2.49,6.6,10.4,Moderate,8.1,8.4,76.3,Yes,Average,No,Low
STU0387,22,Female,2,6.4,22.2,3.04,6.0,9.0,High,5.4,9.9,89.3,Yes,Good,No,Low
STU0388,25,Male,2,5.0,19.9,2.41,7.3,11.1,Moderate,3.6,8.7,85.8,No,Poor,No,Medium
STU0389,23,Female,5,9.0,27.0,3.14,5.5,6.7,High,9.1,7.2,89.6,Yes,Average,Yes,Low
STU0390,20,Female,3,7.3,17.1,2.75,4.8,8.5,Moderate,7.0,2.8,89.3,No,Poor,Yes,High
STU0391,19,Non-binary,4,6.3,27.0,2.56,6.8,11.8,Moderate,6.1,9.0,90.2,Yes,Good,No,Low
STU0392,22,Male,4,8.3,30.7,2.39,4.0,7.4,Moderate,6.6,4.2,76.7,No,Good,No,Medium
STU0393,18,Male,2,5.7,19.4,2.59,7.3,10.7,Low,8.6,7.7,84.0,No,Average,Yes,High
STU0394,25,Female,2,7.2,25.7,2.8,5.3,8.0,Low,5.9,6.0,90.4,Yes,Average,Yes,Medium
STU0395,24,Male,4,6.6,17.9,2.67,7.4,9.3,Low,5.5,7.0,84.1,Yes,Poor,Yes,High
STU0396,20,Female,2,7.5,13.4,2.36,7.8,11.2,Moderate,6.6,8.5,90.9,No,Good,Yes,Low
STU0397,17,Female,4,6.7,27.4,2.56,5.7,6.4,Moderate,6.6,6.1,86.6,Yes,Average,No,Medium
STU0398,24,Male,5,5.2,28.1,3.31,5.7,7.7,Low,6.4,6.0,76.2,No,Good,Yes,High
STU0399,21,Female,3,6.9,26.3,2.33,5.8,6.2,Moderate,8.9,8.7,89.9,Yes,Poor,No,Medium
STU0400,24,Female,4,8.0,23.9,3.0,3.6,5.3,Low,7.7,7.4,87.2,No,Average,No,Low
STU0401,17,Male,4,6.8,20.5,2.42,6.1,9.4,Moderate,5.2,5.9,72.1,No,Average,Yes,Medium
STU0402,20,Female,4,7.7,23.1,2.63,4.6,7.7,Moderate,3.9,3.4,84.0,No,Good,No,Low
STU0403,21,Female,2,5.6,11.9,2.15,7.0,9.6,Moderate,4.7,3.4,74.0,Yes,Average,No,High
STU0404,21,Female,1,6.8,10.5,2.05,5.8,8.5,Moderate,7.9,5.2,87.6,No,Average,Yes,High
STU0405,20,Female,2,6.1,21.9,2.76,4.6,4.8,Low,5.6,6.8,86.3,No,Good,No,Medium
STU0406,22,Female,3,7.6,24.5,3.18,7.2,9.3,High,5.1,5.3,82.6,No,Poor,Yes,Low
STU0407,19,Female,2,6.7,19.5,2.7,7.1,8.8,Low,7.9,6.5,91.9,No,Average,Yes,High
STU0408,21,Female,4,7.6,17.1,2.58,6.3,8.0,Low,8.5,3.0,88.7,Yes,Average,Yes,High
STU0409,21,Female,2,8.0,16.6,2.26,6.0,9.7,Low,2.1,8.4,81.9,Yes,Poor,No,Low
STU0410,22,Female,3,7.6,16.1,2.67,6.1,7.6,Moderate,3.6,8.7,77.3,Yes,Average,No,Low
STU0411,23,Male,1,7.1,19.7,3.23,6.6,8.4,Moderate,7.5,7.2,83.5,Yes,Average,No,Low
STU0412,19,Female,4,5.7,21.7,2.44,5.2,5.2,Moderate,4.8,7.1,78.6,Yes,Average,No,High
STU0413,18,Male,3,6.8,16.7,2.36,7.3,9.4,Moderate,5.9,8.1,89.4,Yes,Average,Yes,Medium
STU0414,24,Male,1,6.2,15.1,2.22,6.2,7.4,Low,5.0,9.0,71.6,Yes,Good,No,High
STU0415,22,Male,2,6.4,15.4,2.26,6.0,8.6,High,7.8,4.7,83.2,Yes,Good,No,High
STU0416,19,Non-binary,4,6.4,29.9,2.02,5.0,6.4,Moderate,8.0,5.6,80.4,Yes,Good,No,Medium
STU0417,24,Female,2,5.7,15.1,2.47,5.9,8.5,Moderate,6.0,9.6,92.1,Yes,Good,No,Low
STU0418,21,Female,1,4.6,9.4,1.85,7.4,9.7,Moderate,6.9,8.3,82.7,Yes,Good,No,High
STU0419,24,Female,5,6.1,18.4,2.0,5.6,10.1,Low,5.4,5.1,85.7,No,Good,No,High
STU0420,21,Female,3,7.0,20.9,2.84,6.4,9.5,Low,4.2,5.7,83.4,Yes,Good,No,Low
STU0421,26,Female,5,5.3,24.8,2.29,6.7,7.0,Moderate,6.9,6.9,75.1,Yes,Average,Yes,High
STU0422,25,Female,2,6.8,12.3,2.24,6.1,7.1,Low,4.1,5.7,81.2,Yes,Average,Yes,Medium
STU0423,20,Male,2,8.9,22.8,3.25,5.6,8.2,Low,6.7,3.7,94.9,No,Average,Yes,Medium
STU0424,23,Male,4,7.9,26.7,2.43,5.8,7.2,High,8.3,6.6,85.1,No,Good,Yes,Low
STU0425,22,Female,3,8.6,20.9,2.27,5.5,4.4,Moderate,4.3,6.3,80.6,Yes,Average,No,Low
STU0426,24,Female,3,7.2,26.5,2.88,5.8,9.9,Moderate,6.0,6.7,81.3,No,Good,Yes,Medium
STU0427,19,Male,2,8.1,20.7,3.03,6.5,9.9,Moderate,7.7,7.6,80.8,No,Poor,No,Low
STU0428,23,Male,2,6.0,14.7,1.89,7.6,10.7,High,8.0,9.2,80.4,No,Good,No,Medium
STU0429,23,Female,1,6.1,10.8,2.37,6.3,8.1,Low,7.6,8.7,85.2,No,Average,No,Medium
STU0430,17,Male,1,3.8,18.3,2.49,5.2,8.2,High,8.4,8.3,95.3,No,Poor,Yes,High
STU0431,18,Female,1,8.1,16.6,1.95,6.0,7.7,Moderate,5.6,7.3,82.6,Yes,Good,Yes,Medium
STU0432,17,Non-binary,1,8.5,15.7,2.81,5.5,8.2,Low,6.6,8.5,91.2,No,Average,Yes,Medium
STU0433,20,Male,5,6.2,23.6,2.9,6.2,7.6,Low,3.1,3.1,81.9,No,Poor,No,Medium
STU0434,23,Male,1,6.5,17.4,2.38,5.1,9.4,Moderate,5.3,5.7,84.6,No,Poor,No,Medium
STU0435,24,Female,3,6.0,18.0,2.84,8.5,9.1,Moderate,7.3,3.9,88.0,No,Poor,No,Medium
STU0436,21,Female,4,7.2,23.6,3.05,6.9,10.9,Low,4.6,3.4,87.3,Yes,Poor,No,Medium
STU0437,25,Female,3,8.0,26.8,2.89,5.3,7.8,Moderate,8.9,3.3,87.2,Yes,Average,No,Medium
STU0438,18,Non-binary,1,4.9,12.4,2.08,7.6,9.5,Moderate,7.5,4.9,83.4,No,Good,Yes,High
STU0439,17,Male,4,7.3,17.7,2.25,4.6,7.3,Moderate,9.7,8.4,86.9,No,Average,No,Medium
STU0440,21,Female,3,6.5,16.8,2.45,8.8,12.2,High,5.6,7.2,92.9,No,Average,No,Medium
STU0441,22,Female,4,6.9,28.0,2.99,4.6,8.7,High,8.2,6.0,72.1,No,Good,Yes,Low
STU0442,21,Female,4,7.3,25.0,2.66,5.4,8.3,Moderate,7.6,7.6,93.8,Yes,Average,No,Medium
STU0443,17,Male,5,6.6,26.5,2.1,3.5,4.9,High,5.4,3.3,70.6,No,Average,No,Medium
STU0444,21,Female,3,6.7,19.0,2.92,6.6,9.2,Low,4.7,7.2,89.7,No,Average,No,Low
STU0445,18,Female,2,6.6,19.9,2.62,4.9,9.6,Low,6.2,4.6,100.0,No,Average,No,High
STU0446,22,Male,3,7.9,17.6,2.47,6.3,10.4,Moderate,4.0,4.2,84.5,No,Poor,No,Medium
STU0447,22,Male,1,7.3,16.2,2.75,5.8,9.4,Moderate,6.7,7.0,87.8,No,Good,No,Low
STU0448,19,Female,4,7.0,21.1,3.08,4.8,8.3,Moderate,7.3,8.3,86.3,Yes,Poor,No,Low
STU0449,20,Male,1,5.4,11.4,1.5,6.1,9.4,Moderate,7.1,6.8,83.7,Yes,Average,No,High
STU0450,19,Male,2,6.4,15.5,2.54,6.7,10.6,Low,6.1,7.1,87.8,Yes,Poor,No,Medium
STU0451,21,Male,4,7.8,22.5,2.29,4.5,6.5,Low,5.2,6.6,79.0,No,Average,No,Medium
STU0452,23,Female,3,6.8,20.8,2.75,5.2,6.1,High,6.4,8.1,85.7,Yes,Average,No,Low
STU0453,19,Female,2,7.5,18.9,2.63,6.8,9.4,High,3.8,4.5,78.0,Yes,Average,No,Low
STU0454,22,Female,2,8.7,3.2,2.4,10.0,11.5,Moderate,7.4,7.4,83.6,No,Poor,No,Low
STU0455,20,Male,4,7.9,20.8,2.53,6.4,7.6,Moderate,5.2,4.5,82.2,Yes,Poor,Yes,Medium
STU0456,19,Female,2,6.9,16.4,1.91,5.4,7.0,Moderate,7.9,4.1,82.4,Yes,Good,Yes,High
STU0457,21,Female,4,6.2,30.0,2.7,4.6,10.1,Low,6.0,3.3,81.2,No,Poor,Yes,High
STU0458,19,Female,1,6.7,10.7,2.22,7.0,9.7,Moderate,5.4,6.7,81.8,No,Good,No,High
STU0459,20,Female,4,6.6,24.7,3.01,5.2,8.1,Moderate,3.9,7.5,88.1,No,Average,Yes,Medium
STU0460,18,Male,4,6.4,30.0,2.5,5.9,6.9,Moderate,9.2,3.5,85.5,No,Poor,Yes,High
STU0461,25,Female,1,7.2,9.7,2.6,7.2,7.5,Low,8.3,5.8,87.5,No,Poor,Yes,High
STU0462,21,Male,2,6.6,19.6,2.36,6.9,8.4,High,7.8,7.3,82.9,No,Good,No,Low
